bas	ar
5alas	ar
kal	hi-ur
khelenge	hi-ur
valorant	ne
subah	hi-ur

inshallah	ar
kal	hi-ur
mil	hi-ur
karte	hi-ur
hain	hi-ur
cafe	en
mein	hi-ur

pakka	hi-ur
nahin	hi-ur
to	hi-ur
phone	en
pe	hi-ur
connect	en
rahenge	hi-ur

yalla	ar
good	en
night	en
sabhi	hi-ur
ko	hi-ur
shubhratri	hi-ur

yaa	ar
sa7bi	ar
baker	ne
match	en
fi	ar
stad	ar
zayed	ne
wela	ar
kif	hi-ur

yalla	ar
kitaab	hi-ur
tickets	en
qabli	ar
ma	ar
khatam	hi-ur
kul	ar
seat	en

bro	en
ana	ar
ma	ar
khaas	ar
rouh	ar
li	ar
dubai	ne
aaj	hi-ur
due	en
traffic	en

shj	ne
team	en
ka	hi-ur
defense	en
bil	ar
mara	ar
weak	en
khara	ar

waahid	ar
goal	en
bas	ar
aur	hi-ur
we	en
win	en
the	en
league	en

rai	ar
karna	hi-ur
is	en
not	en
easy	en
against	en
ain	ne
club	en

sho	ar
hadha	ar
referee	en
pagal	hi-ur
hai	hi-ur
wala	ar
shlon	ar

alnassr	ne
match	en
kal	hi-ur
hai	hi-ur
khaas	ar
tiji	ar
maana	hi-ur

ya	ar
akhi	ar
ronaldo	ne
ka	hi-ur
form	en
ekdam	hi-ur
top	en
li	ar
you	en

khalas	ar
ana	ar
book	en
kardiya	hi-ur
ground	en
near	en
beach	en

weekend	en
ko	hi-ur
hum	hi-ur
khelenge	hi-ur
match	en
fi	ar
yas	ne
island	en

subhanallah	ar
what	en
a	en
header	en
from	en
mabkhout	ne
yar	hi-ur

jaldi	hi-ur
aao	hi-ur
match	en
shuru	hi-ur
ho	hi-ur
raha	hi-ur
hai	hi-ur
daima	ar

la	ar
wallah	ar
ref	en
ki	hi-ur
decision	en
bil	ar
mara	ar
wrong	en

shj	ne
stadium	en
mein	hi-ur
parking	en
nahi	hi-ur
milti	hi-ur
abadan	ar

inshaallah	ar
we	en
will	en
beat	en
sharjah	ne
kal	hi-ur
pakka	hi-ur

coach	en
ne	hi-ur
strategy	en
change	en
kardi	hi-ur
aini	ar
bad	en

kal	hi-ur
subh	ar
training	en
hai	hi-ur
donot	en
late	en
ya	ar
sahbi	ar

wah	ar
kya	hi-ur
shot	en
tha	hi-ur
wallah	ar
incredible	en
skill	en

match	en
ke	hi-ur
baad	hi-ur
chai	hi-ur
pe	hi-ur
milte	hi-ur
hain	hi-ur
bas	ar
